event_date,actor1,assoc_actor_1,actor2,assoc_actor_2,fatalities,interaction,admin1,admin2,latitude,longitude,notes,fatality_points,fatality_points_2,notes_wrapped,year,latitude_jitter,longitude_jitter
2019-09-16,Rioters (Israel),Settlers (Israel),Civilians (Palestine),N/A,0.0,Rioters-Civilians,West Bank,Nablus,32.0563,35.3671,"On 16 September 2019, Israeli Settlers stormed the village of Duma in Nablus, spray painted racist graffiti on a Palestinian-owned home and slashed the tyres of 5 vehicles. The phrases 'Expel or kill' and 'Jews wake up and expel the adversary' were spray painted on walls.",2.0,0.5,"On 16 September 2019, Israeli Settlers<br>stormed the village of Duma in Nablus,<br>spray painted racist graffiti on a<br>Palestinian-owned home and slashed the<br>tyres of 5 vehicles. The phrases 'Expel<br>or kill' and 'Jews wake up and expel the<br>adversary' were spray painted on walls.",2019,32.05271635972772,35.36000243080542
2019-09-16,Rioters (Israel),Settlers (Israel),N/A,N/A,0.0,Rioters only,West Bank,Hebron,31.5278,35.1014,"On 16 September 2019, Israeli settlers burned several olive trees belonging to Palestinians in the Tel Rumeida neighborhood in Hebron Old City (coded to Hebron - Bab az Zawiyah) (Hebron).",2.0,0.5,"On 16 September 2019, Israeli settlers<br>burned several olive trees belonging to<br>Palestinians in the Tel Rumeida<br>neighborhood in Hebron Old City (coded<br>to Hebron - Bab az Zawiyah) (Hebron).",2019,31.528761085985924,35.10190674750979
2019-09-16,Rioters (Palestine),N/A,Civilians (Israel),Settlers (Israel),0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,32.0086,35.1288,"On 16 September 2019, Palestinian rioters threw stones at an Israeli settler bus near, likely as it was passing by, Halamish (Ramallah and Al Bireh, West Bank), for unspecified reasons, causing no casualties but damaging the windshield of the bus.",2.0,0.5,"On 16 September 2019, Palestinian<br>rioters threw stones at an Israeli<br>settler bus near, likely as it was<br>passing by, Halamish (Ramallah and Al<br>Bireh, West Bank), for unspecified<br>reasons, causing no casualties but<br>damaging the windshield of the bus.",2019,32.01365489297936,35.12805120948368
2019-09-18,Rioters (Israel),Settlers (Israel),Civilians (Palestine),N/A,0.0,Rioters-Civilians,West Bank,Jericho,31.8667,35.45,"On 18 September 2019, Israeli settler rioters assaulted a Palestinian civilian by the southern entrance of Jericho city (Jericho) injuring him with contusions.",2.0,0.5,"On 18 September 2019, Israeli settler<br>rioters assaulted a Palestinian civilian<br>by the southern entrance of Jericho city<br>(Jericho) injuring him with contusions.",2019,31.859372717760106,35.45257315834531
2019-09-19,Rioters (Palestine),N/A,Civilians (Israel),Settlers (Israel),0.0,Rioters-Civilians,West Bank,Qalqilya,32.175,35.0575,"On 19 September 2019, Palestinian rioters hurled firebombs at Israeli vehicles on the way to El Matn outpost, travelling between Azzun and the Ma'aleh Shomron Settlement west of Nablus. No injuries were reported.",2.0,0.5,"On 19 September 2019, Palestinian<br>rioters hurled firebombs at Israeli<br>vehicles on the way to El Matn outpost,<br>travelling between Azzun and the Ma'aleh<br>Shomron Settlement west of Nablus. No<br>injuries were reported.",2019,32.18270503334299,35.059610519631036
2019-09-19,Settlers (Israel),N/A,Civilians (Palestine),N/A,0.0,Political militia-Civilians,West Bank,Bethlehem,31.7152,35.1743,"Land seizure: On 19 September 2019, Israeli settlers established the Makhrour Outpost on Palestinian-owned land in the area of Makhrour (Bethlehem, West Bank).",2.0,0.5,"Land seizure: On 19 September 2019,<br>Israeli settlers established the<br>Makhrour Outpost on Palestinian-owned<br>land in the area of Makhrour (Bethlehem,<br>West Bank).",2019,31.714904562435628,35.17356423571564
2019-09-19,Settlers (Israel),N/A,Civilians (Palestine),N/A,0.0,Political militia-Civilians,West Bank,Ramallah and Al Bireh,32.0086,35.1288,"Land seizure: On 19 September 2019, Israeli settlers established the Halamish East - Yad Achi outpost on Palestinian-owned land near Halamish settlement (Ramallah and Al Bireh, West Bank).",2.0,0.5,"Land seizure: On 19 September 2019,<br>Israeli settlers established the<br>Halamish East - Yad Achi outpost on<br>Palestinian-owned land near Halamish<br>settlement (Ramallah and Al Bireh, West<br>Bank).",2019,32.02025869128905,35.13241619326767
2019-09-19,Settlers (Israel),N/A,Civilians (Palestine),N/A,0.0,Political militia-Civilians,West Bank,Ramallah and Al Bireh,31.9342,35.3402,"Land seizure: On 19 September 2019, Israeli settlers established the Neriya's Farm outpost on Palestinian-owned land near Rimonim settlement (Ramallah and Al Bireh, West Bank).",2.0,0.5,"Land seizure: On 19 September 2019,<br>Israeli settlers established the<br>Neriya's Farm outpost on Palestinian-<br>owned land near Rimonim settlement<br>(Ramallah and Al Bireh, West Bank).",2019,31.92645886104973,35.35176190634431
2019-09-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.8968,35.2543,"On 20 September 2019, Israeli settler rioters beat up and injured a Palestinian farmer and threw rocks at passing Palestinian vehicles in Burqah village.",2.0,0.5,"On 20 September 2019, Israeli settler<br>rioters beat up and injured a<br>Palestinian farmer and threw rocks at<br>passing Palestinian vehicles in Burqah<br>village.",2019,31.89858051881486,35.24899140433964
2019-09-21,Rioters (Palestine),N/A,Civilians (Israel),Settlers (Israel),0.0,Rioters-Civilians,West Bank,Bethlehem,31.6941,35.1669,"On 21 September 2019, Palestinian rioters threw Molotov cocktails at Israeli settlers vehicle in Al Khadir village. No casualties reported by source.",2.0,0.5,"On 21 September 2019, Palestinian<br>rioters threw Molotov cocktails at<br>Israeli settlers vehicle in Al Khadir<br>village. No casualties reported by<br>source.",2019,31.69090458144651,35.17251757448368
2019-09-22,Settlers (Israel),N/A,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Ramallah and Al Bireh,32.0354,35.2856,"Property destruction: On September 22 2019, Israeli Settlers used bulldozers to razed Palestinian-owned agricultural lands in Turmus Ayya, north of Ramallah.",2.0,0.5,"Property destruction: On September 22<br>2019, Israeli Settlers used bulldozers<br>to razed Palestinian-owned agricultural<br>lands in Turmus Ayya, north of Ramallah.",2019,32.029210765956314,35.28563666787398
2019-09-24,Rioters (Israel),Settlers (Israel),N/A,N/A,0.0,Rioters only,West Bank,Jenin,32.4223,35.3848,"On 24 September 2019, Israeli settlers burned a plot of Palestinian agricultural land near Al Mughayyir (Jenin).",2.0,0.5,"On 24 September 2019, Israeli settlers<br>burned a plot of Palestinian<br>agricultural land near Al Mughayyir<br>(Jenin).",2019,32.41337037845314,35.39300874953267
2019-09-25,Rioters (Palestine),N/A,Civilians (Israel),Settlers (Israel),0.0,Rioters-Civilians,West Bank,Hebron,31.5803,35.1018,"On 25 September 2019, Palestinian rioters threw stones at an Israeli settler bus, likely as it was passing by, near Halhul (Hebron, West Bank), for unspecified reasons, causing no damage or casualties.",2.0,0.5,"On 25 September 2019, Palestinian<br>rioters threw stones at an Israeli<br>settler bus, likely as it was passing<br>by, near Halhul (Hebron, West Bank), for<br>unspecified reasons, causing no damage<br>or casualties.",2019,31.583300773359465,35.10359083421274
2019-09-26,Rioters (Palestine),N/A,Civilians (Israel),Settlers (Israel),0.0,Rioters-Civilians,West Bank,Hebron,31.4789,35.0659,"On 26 September 2019, Palestinian rioters threw stones at Israeli settler vehicles, likely as they were passing by, Fawwar Camp (Hebron, West Bank), for unspecified reasons, damaging one vehicle but causing no casualties.",2.0,0.5,"On 26 September 2019, Palestinian<br>rioters threw stones at Israeli settler<br>vehicles, likely as they were passing<br>by, Fawwar Camp (Hebron, West Bank), for<br>unspecified reasons, damaging one<br>vehicle but causing no casualties.",2019,31.4783983310778,35.06943076765042
2019-09-29,Settlers (Israel),N/A,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Nablus,32.2533,35.1889,"Looting: On September 29 2019, a group of Israeli settlers broke into Palestinian-owned farms near the village of Deir Sharaf and stole a vast number of immature olives.",2.0,0.5,"Looting: On September 29 2019, a group<br>of Israeli settlers broke into<br>Palestinian-owned farms near the village<br>of Deir Sharaf and stole a vast number<br>of immature olives.",2019,32.25386470281321,35.19311617240011
2019-09-29,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Nablus,32.2533,35.1889,"On 29 September 2019, Israeli Settlers attacked Palestinian farmers working in their fields near the village of Deir Sharaf, in an attempt to chase them away.",2.0,0.5,"On 29 September 2019, Israeli Settlers<br>attacked Palestinian farmers working in<br>their fields near the village of Deir<br>Sharaf, in an attempt to chase them<br>away.",2019,32.25397710782607,35.18613011222714
2019-10-01,Rioters (Palestine),N/A,Civilians (Israel),Settlers (Israel),0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9988,35.0684,"On 1 October 2019, Palestinian rioters threw stones at Israeli settler cars near Dayr Abu Mashal (Ramallah and Al Bireh, West Bank) for unspecified reasons, causing no casualties but damaging the windshield of a passing car.",2.0,0.5,"On 1 October 2019, Palestinian rioters<br>threw stones at Israeli settler cars<br>near Dayr Abu Mashal (Ramallah and Al<br>Bireh, West Bank) for unspecified<br>reasons, causing no casualties but<br>damaging the windshield of a passing<br>car.",2019,32.00373244108082,35.060451162245464
2019-10-02,Rioters (Israel),Settlers (Israel),Civilians (Palestine),N/A,0.0,Rioters-Civilians,West Bank,Hebron,31.5294,35.0938,"On 2 October 2019, Israeli settlers attacked and beat up three Palestinian civilian brothers in Tel Rumeida neighborhood in Hebron city (West Bank).",2.0,0.5,"On 2 October 2019, Israeli settlers<br>attacked and beat up three Palestinian<br>civilian brothers in Tel Rumeida<br>neighborhood in Hebron city (West Bank).",2019,31.52904012543024,35.09531736516849
2019-10-02,Settlers (Israel),N/A,Civilians (Palestine),Women (Palestine),0.0,Political militia-Civilians,West Bank,Bethlehem,31.6693,35.2383,"On 2 October 2019, an Israeli settler ran over a Palestinian child with his car in Al Furaydis (Bethlehem) injuring her with contusions.",2.0,0.5,"On 2 October 2019, an Israeli settler<br>ran over a Palestinian child with his<br>car in Al Furaydis (Bethlehem) injuring<br>her with contusions.",2019,31.660071761267993,35.232221345725165
2019-10-03,Rioters (Israel),Settlers (Israel),Civilians (Palestine),N/A,0.0,Rioters-Civilians,West Bank,Hebron,31.5294,35.0938,"On 3 October 2019, Israeli Settlers attacked Palestinian children in Hebron. The source did not provide further details.",2.0,0.5,"On 3 October 2019, Israeli Settlers<br>attacked Palestinian children in Hebron.<br>The source did not provide further<br>details.",2019,31.534230228939688,35.09254602862559
2019-10-05,Rioters (Palestine),N/A,Civilians (Israel),Settlers (Israel),0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9167,35.2333,"On 5 October 2019, Palestinian rioters threw stones at Israeli settler vehicles, likely as they were passing by, near Ofra settlement (Ramallah and Al Bireh, West Bank), for unspecified reasons, damaging a car but causing no casualties.",2.0,0.5,"On 5 October 2019, Palestinian rioters<br>threw stones at Israeli settler<br>vehicles, likely as they were passing<br>by, near Ofra settlement (Ramallah and<br>Al Bireh, West Bank), for unspecified<br>reasons, damaging a car but causing no<br>casualties.",2019,31.915524251316803,35.236993795040625
2019-10-06,Rioters (Israel),Settlers (Israel),Civilians (Palestine),N/A,0.0,Rioters-Civilians,West Bank,Salfit,32.1221,35.1717,"On 6 October 2019, a group of masked Israeli Settlers carried out a price-tag attack in the Palestinian village of Qira, near the Ariel Settlement. Settlers slashes the tyres of 13 Palestinian-owned vehicles and spray painted racist graffiti around the town.",2.0,0.5,"On 6 October 2019, a group of masked<br>Israeli Settlers carried out a price-tag<br>attack in the Palestinian village of<br>Qira, near the Ariel Settlement.<br>Settlers slashes the tyres of 13<br>Palestinian-owned vehicles and spray<br>painted racist graffiti around the town.",2019,32.12137007346682,35.17211826452493
2019-10-07,Rioters (Israel),Settlers (Israel),N/A,N/A,0.0,Rioters only,West Bank,Nablus,32.1845,35.2502,"On 7 October 2019, Israeli Settlers from the Yitzhar Settlement chopped down 36 olive trees in Burin's Khillet al-Goul area.",2.0,0.5,"On 7 October 2019, Israeli Settlers from<br>the Yitzhar Settlement chopped down 36<br>olive trees in Burin's Khillet al-Goul<br>area.",2019,32.18444110520443,35.24921385363246
2019-10-08,Rioters (Israel),Settlers (Israel),Civilians (Palestine),N/A,0.0,Rioters-Civilians,West Bank,Nablus,32.0701,35.2403,"On 8 October 2019, Israeli settler rioters threw rocks at passing Palestinian vehicles near Al Lubban ash Sharqiyah village, causing material damages only.",2.0,0.5,"On 8 October 2019, Israeli settler<br>rioters threw rocks at passing<br>Palestinian vehicles near Al Lubban ash<br>Sharqiyah village, causing material<br>damages only.",2019,32.07429885491879,35.239932513731226
2019-10-08,Rioters (Israel),Settlers (Israel),N/A,N/A,0.0,Rioters only,West Bank,Nablus,32.1667,35.2333,"On 8 October 2019, Israeli settlers from Yitzhar set fire to Palestinian-owned olive trees, likely near Yitzhar (Nablus, West Bank), burning at least 100 trees.",2.0,0.5,"On 8 October 2019, Israeli settlers from<br>Yitzhar set fire to Palestinian-owned<br>olive trees, likely near Yitzhar<br>(Nablus, West Bank), burning at least<br>100 trees.",2019,32.16906292633749,35.2370595561395
2019-10-09,Rioters (Israel),Settlers (Israel),Civilians (Palestine),N/A,0.0,Rioters-Civilians,West Bank,Nablus,32.0701,35.2403,"On 9 October 2019, Israeli Settlers hurled stones at Palestinian vehicles travelling on the Nablus-Ramallah road near the village of al Lubban. A number of cars were damaged but no injuries were reported.",2.0,0.5,"On 9 October 2019, Israeli Settlers<br>hurled stones at Palestinian vehicles<br>travelling on the Nablus-Ramallah road<br>near the village of al Lubban. A number<br>of cars were damaged but no injuries<br>were reported.",2019,32.06989610756421,35.242183834384626
2019-10-10,Settlers (Israel),N/A,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Tubas,32.3243,35.5025,"Looting: On 10 October 2019, Israeli settlers stormed Palestinian agricultural lands and seized the main water spring used by Palestinian farmers for agriculture in Ain al Hilwah (Tubas).",2.0,0.5,"Looting: On 10 October 2019, Israeli<br>settlers stormed Palestinian<br>agricultural lands and seized the main<br>water spring used by Palestinian farmers<br>for agriculture in Ain al Hilwah<br>(Tubas).",2019,32.32219676422531,35.49207266024232
2019-10-11,Settlers (Israel),N/A,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Nablus,32.2007,35.2129,"Looting: On October 11 2019, a group of Israeli settlers broke into Palestinian-owned farms in the village of Till and stole olive corps.",2.0,0.5,"Looting: On October 11 2019, a group of<br>Israeli settlers broke into Palestinian-<br>owned farms in the village of Till and<br>stole olive corps.",2019,32.20207192609893,35.21526611183645
2019-10-11,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Nablus,32.2007,35.2129,"On 11 October 2019, Israeli Settlers attacked a Palestinian farmer in the village of Till and injured him.",2.0,0.5,"On 11 October 2019, Israeli Settlers<br>attacked a Palestinian farmer in the<br>village of Till and injured him.",2019,32.20195335391069,35.211213479419214
2019-10-11,Rioters (Israel),Settlers (Israel),Civilians (Palestine),N/A,0.0,Rioters-Civilians,West Bank,Qalqilya,32.1792,35.1304,"On 11 October 2019, Israeli settler rioters hurled stones towards bypassing Palestinian vehicles at the Qalqilya - Nablus road near Jinsafut (Qalqilya) damaging a taxi cab.",2.0,0.5,"On 11 October 2019, Israeli settler<br>rioters hurled stones towards bypassing<br>Palestinian vehicles at the Qalqilya -<br>Nablus road near Jinsafut (Qalqilya)<br>damaging a taxi cab.",2019,32.171238687839015,35.12965153827542
2019-10-12,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9675,35.1052,"On 12 October 2019, Israeli Settlers using clubs and stones attacked a Palestinian family of 15 who were working in their fields in the village of Deir Ammar. Two children aged 10 and 12 were assaulted and hospitalized.",2.0,0.5,"On 12 October 2019, Israeli Settlers<br>using clubs and stones attacked a<br>Palestinian family of 15 who were<br>working in their fields in the village<br>of Deir Ammar. Two children aged 10 and<br>12 were assaulted and hospitalized.",2019,31.964723810002706,35.115892167194836
2019-10-12,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Nablus,32.1845,35.2502,"On 12 October 2019, Israeli Settlers from the Yitzhar Settlement, attacked Palestinian farmers working in their fields in the village of Burning. No injuries were reported.",2.0,0.5,"On 12 October 2019, Israeli Settlers<br>from the Yitzhar Settlement, attacked<br>Palestinian farmers working in their<br>fields in the village of Burning. No<br>injuries were reported.",2019,32.18495328690931,35.25273346951109
2019-10-13,Rioters (Israel),Settlers (Israel),Civilians (Palestine),N/A,0.0,Rioters-Civilians,West Bank,Salfit,32.1138,35.1954,"On 13 October 2019, Israeli Settlers spray painted racist and hate slogans on Palestinian-owned cars in the village of Marda north of Salfit and punctured the tyres of 8 vehicles.",2.0,0.5,"On 13 October 2019, Israeli Settlers<br>spray painted racist and hate slogans on<br>Palestinian-owned cars in the village of<br>Marda north of Salfit and punctured the<br>tyres of 8 vehicles.",2019,32.12045251954526,35.200960340616916
2019-10-13,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Bethlehem,31.6941,35.1669,"On 13 October 2019, Israeli settler rioters likely from Gush Etzion stormed Palestinian agricultural lands and attacked Palestinian farmers while they harvested olives in Al Khadir (Bethlehem). 1 Palestinian was injured to the head and hospitalized.",2.0,0.5,"On 13 October 2019, Israeli settler<br>rioters likely from Gush Etzion stormed<br>Palestinian agricultural lands and<br>attacked Palestinian farmers while they<br>harvested olives in Al Khadir<br>(Bethlehem). 1 Palestinian was injured<br>to the head and hospitalized.",2019,31.692897041238318,35.162418290769025
2019-10-13,Rioters (Israel),Settlers (Israel),N/A,N/A,0.0,Rioters only,West Bank,Salfit,32.0671,35.0828,"On 13 October 2019, Israeli settlers stormed Palestinian agricultural lands and broke several olive tree branches in Kafr ad Dik (Salfit).",2.0,0.5,"On 13 October 2019, Israeli settlers<br>stormed Palestinian agricultural lands<br>and broke several olive tree branches in<br>Kafr ad Dik (Salfit).",2019,32.07168705901741,35.07898294469521
2019-10-13,Settlers (Israel),N/A,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Salfit,32.0819,35.0899,"Property destruction: On 13 October 2019, Israeli settlers cut olive trees and demolished agricultural terraces belonging to a Palestinian farmer neat Bruchin settlement (Salfit, West Bank).",2.0,0.5,"Property destruction: On 13 October<br>2019, Israeli settlers cut olive trees<br>and demolished agricultural terraces<br>belonging to a Palestinian farmer neat<br>Bruchin settlement (Salfit, West Bank).",2019,32.07789776377478,35.09594225470473
2019-10-14,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Jenin,32.3241,35.2213,"As reported on October 14 2019, Israeli Settlers assaulted a 70 year-old Palestinian when he prevented them from stealing his olive harvest in the village of Jaba, south of Bethlehem.",2.0,0.5,"As reported on October 14 2019, Israeli<br>Settlers assaulted a 70 year-old<br>Palestinian when he prevented them from<br>stealing his olive harvest in the<br>village of Jaba, south of Bethlehem.",2019,32.32818730654787,35.22120055275274
2019-10-14,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Health Workers (Palestine); Labor Group (Palestine),0.0,Rioters-Civilians,West Bank,Jenin,32.4104,35.2809,"On 14 October 2019, Israeli settler rioters from Homesh settlement stormed Palestinian agricultural lands and hurled stones towards Palestinian employees of the Directorate of Health in the town of Qabatiyah (Jenin) while they harvested olives.",2.0,0.5,"On 14 October 2019, Israeli settler<br>rioters from Homesh settlement stormed<br>Palestinian agricultural lands and<br>hurled stones towards Palestinian<br>employees of the Directorate of Health<br>in the town of Qabatiyah (Jenin) while<br>they harvested olives.",2019,32.414326982500505,35.27649891101447
2019-10-14,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Women (Palestine),0.0,Rioters-Civilians,West Bank,Nablus,32.0563,35.3671,"On 14 October 2019, a group of Israeli settler rioters pepper sprayed the face of a Palestinian woman who was injured and transported to a nearby hospital for treatment as they stormed Khirbat um al Marajim in Duma village (Nablus).",2.0,0.5,"On 14 October 2019, a group of Israeli<br>settler rioters pepper sprayed the face<br>of a Palestinian woman who was injured<br>and transported to a nearby hospital for<br>treatment as they stormed Khirbat um al<br>Marajim in Duma village (Nablus).",2019,32.06570236351172,35.37763648686434
2019-10-14,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Tulkarm,32.2755,35.0814,"On 14 October 2019, an armed Israeli settler from the Avnei Hefetz settlement stormed Palestinian agricultural lands and attacked farmers in Shufah (Tulkarm) while they were harvesting olives. Locals chased the armed settler away.",2.0,0.5,"On 14 October 2019, an armed Israeli<br>settler from the Avnei Hefetz settlement<br>stormed Palestinian agricultural lands<br>and attacked farmers in Shufah (Tulkarm)<br>while they were harvesting olives.<br>Locals chased the armed settler away.",2019,32.277618428403684,35.085363651672466
2019-10-15,Rioters (Israel),Settlers (Israel),Civilians (Palestine),N/A,0.0,Rioters-Civilians,West Bank,Bethlehem,31.6693,35.2383,"On 15 October 2019, Israeli settler rioters hurled stones towards bypassing Palestinian vehicles by the entrance to Al Furaydis (Bethlehem) damaging a Palestinian vehicle.",2.0,0.5,"On 15 October 2019, Israeli settler<br>rioters hurled stones towards bypassing<br>Palestinian vehicles by the entrance to<br>Al Furaydis (Bethlehem) damaging a<br>Palestinian vehicle.",2019,31.66237838535801,35.23919794783758
2019-10-15,Settlers (Israel),N/A,Civilians (Palestine),Women (Palestine),0.0,Political militia-Civilians,West Bank,Nablus,32.0483,35.3582,"On 15 October 2019, an Israeli settler attacked and injured a Palestinian woman in Khirbat al Marajim, by spraying pepper spray in her face. She was taken to the hospital for treatment.",2.0,0.5,"On 15 October 2019, an Israeli settler<br>attacked and injured a Palestinian woman<br>in Khirbat al Marajim, by spraying<br>pepper spray in her face. She was taken<br>to the hospital for treatment.",2019,32.04504362882346,35.35348826823997
2019-10-16,Rioters (Palestine),N/A,Civilians (Israel),Settlers (Israel),0.0,Rioters-Civilians,West Bank,Bethlehem,31.7049,35.2038,"On 16 October 2019, three cars were damaged when a pipe bomb was thrown from the Palestinian side of the security fence toward the site of Rachel's Tomb in Bethlehem (West Bank).",2.0,0.5,"On 16 October 2019, three cars were<br>damaged when a pipe bomb was thrown from<br>the Palestinian side of the security<br>fence toward the site of Rachel's Tomb<br>in Bethlehem (West Bank).",2019,31.69872756522843,35.20086753967023
2019-10-16,Rioters (Israel),Settlers (Israel),Civilians (Palestine),N/A,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9675,35.1052,"On 16 October 2019, Israeli Settlers punctured the tyres of 15 Palestinian-owned vehicles in the village of Deir Ammar, west of Ramallah. Settlers also sprayed racist graffiti that called for the killing and displacement of Palestinians on vehicles and walls in the village.",2.0,0.5,"On 16 October 2019, Israeli Settlers<br>punctured the tyres of 15 Palestinian-<br>owned vehicles in the village of Deir<br>Ammar, west of Ramallah. Settlers also<br>sprayed racist graffiti that called for<br>the killing and displacement of<br>Palestinians on vehicles and walls in<br>the village.",2019,31.967928144986665,35.108447675410716
2019-10-16,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Bethlehem,31.6742,35.0772,"On 16 October 2019, Israeli settler rioters from Bat Ain settlement stormed Palestinian agricultural lands and hurled stones towards Palestinian farmers in Al Jabah (Bethlehem).",2.0,0.5,"On 16 October 2019, Israeli settler<br>rioters from Bat Ain settlement stormed<br>Palestinian agricultural lands and<br>hurled stones towards Palestinian<br>farmers in Al Jabah (Bethlehem).",2019,31.681843855387225,35.08538438698798
2019-10-16,Rioters (Israel),Settlers (Israel),N/A,N/A,0.0,Rioters only,West Bank,Nablus,32.1845,35.2502,"On 16 October 2019, Israeli Settlers set fire to hundreds of olive trees belonging to Palestinian farmers from the Burin and Huware villages.",2.0,0.5,"On 16 October 2019, Israeli Settlers set<br>fire to hundreds of olive trees<br>belonging to Palestinian farmers from<br>the Burin and Huware villages.",2019,32.189971516433474,35.24913885127962
2019-10-16,Settlers (Israel),N/A,Civilians (Palestine),Civilians (International); Farmers (Palestine); Rabbis for Human Rights,0.0,Political militia-Civilians,West Bank,Nablus,32.1845,35.2502,"On 16 October 2019, a group of more than 30 masked Israeli Settlers from the Yitzhar Settlement attacked with crowbars and rock throwing Palestinians farmers from Burin and Huware as well as a number of foreign volunteers. Five volunteers were injured in the assault as well as an activist from Rabbis for Human Rights. The approximately 10 volunteers were from the US, UK and other European countries.",2.0,0.5,"On 16 October 2019, a group of more than<br>30 masked Israeli Settlers from the<br>Yitzhar Settlement attacked with<br>crowbars and rock throwing Palestinians<br>farmers from Burin and Huware as well as<br>a number of foreign volunteers. Five<br>volunteers were injured in the assault<br>as well as an activist from Rabbis for<br>Human Rights. The approximately 10<br>volunteers were from the US, UK and<br>other European countries.",2019,32.1834048245122,35.255116650297566
2019-10-18,Rioters (Israel),Settlers (Israel),Military Forces of Israel (2009-2021) Golani Brigade,N/A,0.0,Rioters-External/Other forces,West Bank,Nablus,32.1667,35.2333,"On 18 October 2019, 'right-wing activist' settlers blocked and surrounded the military vehicle of a Golani brigade commander in the settlement of Yitzhar (Nablus, West Bank). The commander claimed that one of the settlers physically assaulted him. The settler was arrested a day later and claimed the assault was merely verbal.",2.0,0.5,"On 18 October 2019, 'right-wing<br>activist' settlers blocked and<br>surrounded the military vehicle of a<br>Golani brigade commander in the<br>settlement of Yitzhar (Nablus, West<br>Bank). The commander claimed that one of<br>the settlers physically assaulted him.<br>The settler was arrested a day later and<br>claimed the assault was merely verbal.",2019,32.16366649317458,35.23172058708941
2019-10-18,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Nablus,32.1845,35.2502,"On 18 October 2019, Israeli settler rioters assaulted a Palestinian farmer while he harvested olives in his lands in Burin (Nablus) injuring him with contusions.",2.0,0.5,"On 18 October 2019, Israeli settler<br>rioters assaulted a Palestinian farmer<br>while he harvested olives in his lands<br>in Burin (Nablus) injuring him with<br>contusions.",2019,32.18031273012824,35.25636109045176
2019-10-19,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Civilians (International); Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Jenin,32.3241,35.2213,"On 19 October 2019, Israeli Settlers from the Bayt Ain Settlement, assaulted with stones Palestinian farmers and several international supporters at an olive grove in the village of al-Jaba'a, to the south of Bethlehem. No injuries were reported.",2.0,0.5,"On 19 October 2019, Israeli Settlers<br>from the Bayt Ain Settlement, assaulted<br>with stones Palestinian farmers and<br>several international supporters at an<br>olive grove in the village of al-Jaba'a,<br>to the south of Bethlehem. No injuries<br>were reported.",2019,32.3249898725129,35.216373470962054
2019-10-19,Rioters (Israel),Settlers (Israel),Civilians (Palestine),N/A,0.0,Rioters-Civilians,West Bank,Hebron,31.5159,35.1639,"On 19 October 2019, Israeli settler rioters attacked [presumably by hurling stones] several Palestinian-owned houses by the entrance into Bani Naim (Hebron) town. There were no casualties.",2.0,0.5,"On 19 October 2019, Israeli settler<br>rioters attacked [presumably by hurling<br>stones] several Palestinian-owned houses<br>by the entrance into Bani Naim (Hebron)<br>town. There were no casualties.",2019,31.52157369037308,35.164908796382015
